application_id,checking_status,duration_months,credit_history,purpose,credit_amount,savings,employment_duration,installment_rate,personal_status,other_debtors,residence_years,property,age,other_installment_plans,housing,existing_credits,job,dependents,telephone,foreign_worker,outcome,default_flag,credit_amount_band,duration_band,age_band,automl_review_score,review_priority
APP-0627,>= 200 DM,6,Existing paid duly,Furniture or equipment,2116,< 100 DM,1 to 4 years,2,Male single,None,2,Real estate,41,None,Own,1,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,35 to 49,44,Medium review
APP-0628,0 to 200 DM,9,All paid at this bank,New car,1437,100 to 500 DM,4 to 7 years,2,Male single,None,3,Unknown or no property,29,None,Own,1,Skilled employee,1,No phone,Foreign worker,Default risk,1,"< 1,500 DM",Up to 12 months,25 to 34,51,Medium review
APP-0629,No checking account,42,Critical or other credit,Furniture or equipment,4042,500 to 1000 DM,1 to 4 years,4,Male single,None,4,Real estate,36,None,Own,2,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"4,000 to 7,999 DM",More than 36 months,35 to 49,47,Medium review
APP-0630,No checking account,9,Existing paid duly,Education,3832,Unknown or none,>= 7 years,1,Male single,None,4,Real estate,64,None,Own,1,Unskilled resident,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,50+,27,Low review
APP-0631,< 0 DM,24,Existing paid duly,Radio or television,3660,< 100 DM,1 to 4 years,2,Female divorced or married,None,4,Car or other property,28,None,Own,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,25 to 34,73,High review
APP-0632,< 0 DM,18,All paid at this bank,Furniture or equipment,1553,< 100 DM,1 to 4 years,4,Male single,None,3,Car or other property,44,Bank,Own,1,Skilled employee,1,No phone,Foreign worker,Default risk,1,"1,500 to 3,999 DM",13 to 24 months,35 to 49,75,High review
APP-0633,0 to 200 DM,15,Existing paid duly,Radio or television,1444,Unknown or none,< 1 year,4,Male single,None,1,Building society savings or life insurance,23,None,Own,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"< 1,500 DM",13 to 24 months,< 25,59,Medium review
APP-0634,No checking account,9,Existing paid duly,Furniture or equipment,1980,< 100 DM,< 1 year,2,Female divorced or married,Co-applicant,2,Car or other property,19,None,Rent,2,Skilled employee,1,No phone,Foreign worker,Default risk,1,"1,500 to 3,999 DM",Up to 12 months,< 25,52,Medium review
APP-0635,0 to 200 DM,24,Existing paid duly,New car,1355,< 100 DM,< 1 year,3,Female divorced or married,None,4,Car or other property,25,None,Own,1,Unskilled resident,1,Phone registered,Foreign worker,Default risk,1,"< 1,500 DM",13 to 24 months,25 to 34,63,High review
APP-0636,No checking account,12,Existing paid duly,Education,1393,< 100 DM,>= 7 years,4,Male single,None,4,Building society savings or life insurance,47,Bank,Own,3,Skilled employee,2,Phone registered,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,35 to 49,31,Low review
APP-0637,No checking account,24,Existing paid duly,Radio or television,1376,500 to 1000 DM,4 to 7 years,4,Female divorced or married,None,1,Car or other property,28,None,Own,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"< 1,500 DM",13 to 24 months,25 to 34,32,Low review
APP-0638,No checking account,60,Past delay,Radio or television,15653,< 100 DM,4 to 7 years,2,Male single,None,4,Car or other property,21,None,Own,2,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,">= 8,000 DM",More than 36 months,< 25,82,High review
APP-0639,No checking account,12,Existing paid duly,Radio or television,1493,< 100 DM,< 1 year,4,Female divorced or married,None,3,Car or other property,34,None,Own,1,Skilled employee,2,No phone,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,25 to 34,44,Medium review
APP-0640,< 0 DM,42,Past delay,Radio or television,4370,< 100 DM,4 to 7 years,3,Male single,None,2,Building society savings or life insurance,26,Bank,Own,2,Skilled employee,2,Phone registered,Foreign worker,Default risk,1,"4,000 to 7,999 DM",More than 36 months,25 to 34,98,High review
APP-0641,< 0 DM,18,Existing paid duly,Education,750,< 100 DM,Unemployed,4,Female divorced or married,None,1,Real estate,27,None,Own,1,Unemployed or unskilled nonresident,1,No phone,Foreign worker,Default risk,1,"< 1,500 DM",13 to 24 months,25 to 34,77,High review
APP-0642,0 to 200 DM,15,Existing paid duly,Repairs,1308,< 100 DM,>= 7 years,4,Male single,None,4,Car or other property,38,None,Own,2,Unskilled resident,1,No phone,Foreign worker,Good credit,0,"< 1,500 DM",13 to 24 months,35 to 49,50,Medium review
APP-0643,No checking account,15,Existing paid duly,Education,4623,100 to 500 DM,1 to 4 years,3,Male single,None,2,Building society savings or life insurance,40,None,Own,1,Management or highly qualified,1,Phone registered,Foreign worker,Default risk,1,"4,000 to 7,999 DM",13 to 24 months,35 to 49,43,Medium review
APP-0644,No checking account,24,Critical or other credit,Radio or television,1851,< 100 DM,4 to 7 years,4,Male married or widowed,Guarantor,2,Car or other property,33,None,Own,2,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,25 to 34,44,Medium review
APP-0645,< 0 DM,18,Critical or other credit,Radio or television,1880,< 100 DM,4 to 7 years,4,Male married or widowed,None,1,Building society savings or life insurance,32,None,Own,2,Management or highly qualified,1,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,25 to 34,68,High review
APP-0646,No checking account,36,Past delay,Business,7980,Unknown or none,< 1 year,4,Male single,None,4,Car or other property,27,None,Rent,2,Skilled employee,1,Phone registered,Foreign worker,Default risk,1,"4,000 to 7,999 DM",25 to 36 months,25 to 34,68,High review
APP-0647,< 0 DM,30,No prior credit,Furniture or equipment,4583,< 100 DM,1 to 4 years,2,Male divorced,Guarantor,2,Real estate,32,None,Own,2,Skilled employee,1,No phone,Foreign worker,Good credit,0,"4,000 to 7,999 DM",25 to 36 months,25 to 34,94,High review
APP-0648,No checking account,12,Existing paid duly,New car,1386,500 to 1000 DM,1 to 4 years,2,Female divorced or married,None,2,Building society savings or life insurance,26,None,Own,1,Skilled employee,1,No phone,Foreign worker,Default risk,1,"< 1,500 DM",Up to 12 months,25 to 34,30,Low review
APP-0649,>= 200 DM,24,Existing paid duly,New car,947,< 100 DM,4 to 7 years,4,Male single,None,3,Unknown or no property,38,Bank,For free,1,Skilled employee,2,No phone,Foreign worker,Default risk,1,"< 1,500 DM",13 to 24 months,35 to 49,42,Medium review
APP-0650,< 0 DM,12,Existing paid duly,Education,684,< 100 DM,1 to 4 years,4,Male single,None,4,Car or other property,40,None,Rent,1,Unskilled resident,2,No phone,Foreign worker,Default risk,1,"< 1,500 DM",Up to 12 months,35 to 49,60,High review
APP-0651,< 0 DM,48,Existing paid duly,Education,7476,< 100 DM,4 to 7 years,4,Male single,None,1,Unknown or no property,50,None,For free,1,Management or highly qualified,1,Phone registered,Foreign worker,Good credit,0,"4,000 to 7,999 DM",More than 36 months,50+,80,High review
APP-0652,0 to 200 DM,12,Existing paid duly,Furniture or equipment,1922,< 100 DM,1 to 4 years,4,Male single,None,2,Building society savings or life insurance,37,None,Own,1,Unskilled resident,1,No phone,Foreign worker,Default risk,1,"1,500 to 3,999 DM",Up to 12 months,35 to 49,54,Medium review
APP-0653,< 0 DM,24,Existing paid duly,New car,2303,< 100 DM,>= 7 years,4,Male single,Co-applicant,1,Real estate,45,None,Own,1,Skilled employee,1,No phone,Foreign worker,Default risk,1,"1,500 to 3,999 DM",13 to 24 months,35 to 49,64,High review
APP-0654,0 to 200 DM,36,Past delay,New car,8086,100 to 500 DM,>= 7 years,2,Male single,None,4,Car or other property,42,None,Own,4,Management or highly qualified,1,Phone registered,Foreign worker,Default risk,1,">= 8,000 DM",25 to 36 months,35 to 49,75,High review
APP-0655,No checking account,24,Critical or other credit,Used car,2346,< 100 DM,4 to 7 years,4,Male single,None,3,Car or other property,35,None,Own,2,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,35 to 49,40,Medium review
APP-0656,< 0 DM,14,Existing paid duly,New car,3973,< 100 DM,Unemployed,1,Male single,None,4,Unknown or no property,22,None,For free,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,< 25,85,High review
APP-0657,0 to 200 DM,12,Existing paid duly,New car,888,< 100 DM,>= 7 years,4,Male single,None,4,Car or other property,41,Bank,Own,1,Unskilled resident,2,No phone,Foreign worker,Default risk,1,"< 1,500 DM",Up to 12 months,35 to 49,45,Medium review
APP-0658,No checking account,48,Existing paid duly,Radio or television,10222,Unknown or none,4 to 7 years,4,Male single,None,3,Car or other property,37,Stores,Own,1,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,">= 8,000 DM",More than 36 months,35 to 49,52,Medium review
APP-0659,0 to 200 DM,30,No prior credit,Business,4221,< 100 DM,1 to 4 years,2,Female divorced or married,None,1,Car or other property,28,None,Own,2,Skilled employee,1,No phone,Foreign worker,Good credit,0,"4,000 to 7,999 DM",25 to 36 months,25 to 34,84,High review
APP-0660,0 to 200 DM,18,Critical or other credit,Furniture or equipment,6361,< 100 DM,>= 7 years,2,Male single,None,1,Unknown or no property,41,None,Own,1,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"4,000 to 7,999 DM",13 to 24 months,35 to 49,56,Medium review
APP-0661,>= 200 DM,12,Existing paid duly,Radio or television,1297,< 100 DM,1 to 4 years,3,Male married or widowed,None,4,Real estate,23,None,Rent,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,< 25,48,Medium review
APP-0662,< 0 DM,12,Existing paid duly,New car,900,Unknown or none,1 to 4 years,4,Male married or widowed,None,2,Car or other property,23,None,Own,1,Skilled employee,1,No phone,Foreign worker,Default risk,1,"< 1,500 DM",Up to 12 months,< 25,60,High review
APP-0663,No checking account,21,Existing paid duly,Furniture or equipment,2241,< 100 DM,>= 7 years,4,Male single,None,2,Real estate,50,None,Own,2,Skilled employee,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,50+,40,Medium review
APP-0664,0 to 200 DM,6,Past delay,Furniture or equipment,1050,< 100 DM,Unemployed,4,Male single,None,1,Building society savings or life insurance,35,Stores,Own,2,Management or highly qualified,1,Phone registered,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,35 to 49,72,High review
APP-0665,>= 200 DM,6,Critical or other credit,Education,1047,< 100 DM,1 to 4 years,2,Female divorced or married,None,4,Building society savings or life insurance,50,None,Own,1,Unskilled resident,1,No phone,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,50+,38,Medium review
APP-0666,No checking account,24,Critical or other credit,Other,6314,< 100 DM,Unemployed,4,Male single,Co-applicant,2,Unknown or no property,27,Bank,Own,2,Management or highly qualified,1,Phone registered,Foreign worker,Good credit,0,"4,000 to 7,999 DM",13 to 24 months,25 to 34,59,Medium review
APP-0667,0 to 200 DM,30,All paid at this bank,Furniture or equipment,3496,>= 1000 DM,1 to 4 years,4,Male single,None,2,Car or other property,34,Stores,Own,1,Skilled employee,2,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",25 to 36 months,25 to 34,61,High review
APP-0668,No checking account,48,All paid at this bank,Business,3609,< 100 DM,1 to 4 years,1,Female divorced or married,None,1,Real estate,27,Stores,Own,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",More than 36 months,25 to 34,65,High review
APP-0669,< 0 DM,12,Critical or other credit,New car,4843,< 100 DM,>= 7 years,3,Male single,Co-applicant,4,Building society savings or life insurance,43,None,Rent,2,Skilled employee,1,Phone registered,Foreign worker,Default risk,1,"4,000 to 7,999 DM",Up to 12 months,35 to 49,61,High review
APP-0670,>= 200 DM,30,Critical or other credit,Radio or television,3017,< 100 DM,>= 7 years,4,Male single,None,4,Building society savings or life insurance,47,None,Own,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",25 to 36 months,35 to 49,47,Medium review
APP-0671,No checking account,24,Critical or other credit,Business,4139,100 to 500 DM,1 to 4 years,3,Male single,None,3,Building society savings or life insurance,27,None,Own,2,Unskilled resident,1,Phone registered,Foreign worker,Good credit,0,"4,000 to 7,999 DM",13 to 24 months,25 to 34,45,Medium review
APP-0672,No checking account,36,Existing paid duly,Business,5742,100 to 500 DM,4 to 7 years,2,Male single,None,2,Car or other property,31,None,Own,2,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"4,000 to 7,999 DM",25 to 36 months,25 to 34,49,Medium review
APP-0673,No checking account,60,Existing paid duly,New car,10366,< 100 DM,>= 7 years,2,Male single,None,4,Building society savings or life insurance,42,None,Own,1,Management or highly qualified,1,Phone registered,Foreign worker,Good credit,0,">= 8,000 DM",More than 36 months,35 to 49,58,Medium review
APP-0674,No checking account,6,Critical or other credit,New car,2080,500 to 1000 DM,1 to 4 years,1,Male married or widowed,None,2,Car or other property,24,None,Own,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,< 25,36,Medium review
APP-0675,No checking account,21,Past delay,Business,2580,500 to 1000 DM,< 1 year,4,Male single,None,2,Real estate,41,Bank,Own,1,Unskilled resident,2,No phone,Foreign worker,Default risk,1,"1,500 to 3,999 DM",13 to 24 months,35 to 49,53,Medium review
APP-0676,No checking account,30,Critical or other credit,Radio or television,4530,< 100 DM,4 to 7 years,4,Female divorced or married,None,4,Car or other property,26,None,Rent,1,Management or highly qualified,1,Phone registered,Foreign worker,Good credit,0,"4,000 to 7,999 DM",25 to 36 months,25 to 34,53,Medium review
APP-0677,No checking account,24,Critical or other credit,Furniture or equipment,5150,< 100 DM,>= 7 years,4,Male single,None,4,Car or other property,33,None,Own,1,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"4,000 to 7,999 DM",13 to 24 months,25 to 34,46,Medium review
APP-0678,0 to 200 DM,72,Existing paid duly,Radio or television,5595,100 to 500 DM,1 to 4 years,2,Male married or widowed,None,2,Car or other property,24,None,Own,1,Skilled employee,1,No phone,Foreign worker,Default risk,1,"4,000 to 7,999 DM",More than 36 months,< 25,75,High review
APP-0679,< 0 DM,24,Existing paid duly,Radio or television,2384,< 100 DM,>= 7 years,4,Male single,None,4,Real estate,64,Bank,Rent,1,Unskilled resident,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,50+,64,High review
APP-0680,No checking account,18,Existing paid duly,Radio or television,1453,< 100 DM,< 1 year,3,Female divorced or married,None,1,Real estate,26,None,Own,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"< 1,500 DM",13 to 24 months,25 to 34,49,Medium review
APP-0681,No checking account,6,Existing paid duly,Education,1538,< 100 DM,< 1 year,1,Female divorced or married,None,2,Unknown or no property,56,None,Own,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,50+,44,Medium review
APP-0682,No checking account,12,Existing paid duly,Radio or television,2279,Unknown or none,1 to 4 years,4,Male single,None,4,Unknown or no property,37,None,For free,1,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,35 to 49,32,Low review
APP-0683,No checking account,15,Past delay,Radio or television,1478,< 100 DM,1 to 4 years,4,Male married or widowed,None,3,Real estate,33,Bank,Own,2,Skilled employee,1,No phone,Foreign worker,Good credit,0,"< 1,500 DM",13 to 24 months,25 to 34,59,Medium review
APP-0684,No checking account,24,Critical or other credit,Radio or television,5103,< 100 DM,< 1 year,3,Male married or widowed,None,3,Unknown or no property,47,None,For free,3,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"4,000 to 7,999 DM",13 to 24 months,35 to 49,51,Medium review
APP-0685,0 to 200 DM,36,Past delay,Business,9857,100 to 500 DM,4 to 7 years,1,Male single,None,3,Building society savings or life insurance,31,None,Own,2,Unskilled resident,2,Phone registered,Foreign worker,Good credit,0,">= 8,000 DM",25 to 36 months,25 to 34,81,High review
APP-0686,No checking account,60,Existing paid duly,New car,6527,Unknown or none,1 to 4 years,4,Male single,None,4,Unknown or no property,34,None,For free,1,Skilled employee,2,Phone registered,Foreign worker,Good credit,0,"4,000 to 7,999 DM",More than 36 months,25 to 34,55,Medium review
APP-0687,>= 200 DM,10,Critical or other credit,Radio or television,1347,Unknown or none,4 to 7 years,4,Male single,None,2,Building society savings or life insurance,27,None,Own,2,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,25 to 34,31,Low review
APP-0688,0 to 200 DM,36,Past delay,New car,2862,100 to 500 DM,>= 7 years,4,Male single,None,3,Unknown or no property,30,None,For free,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",25 to 36 months,25 to 34,71,High review
